genre	dataset	year	sid	score	sentence1	sentence2
main-news	headlines	2013	0702	4.4	Alman parlamentosu Yunan kurtarma anlaşmasını ezici bir çoğunlukla destekliyor	Alman parlamentosu Yunan kurtarma paketini onayladı
main-news	headlines	2013	0703	3.4	Suriye'de bombalamalar, çatışmalar sürüyor	Suriye muhalefeti silah ararken bombalı saldırılar, çatışmalar
main-news	headlines	2013	0705	2.4	Burma'nın reformları ABD yaptırımlarını hafifletiyor	Burma aktivistleri yaptırımların hafifletilmesinde yavaş davrandığını söylüyor
main-news	headlines	2013	0706	0.2	Usain Bolt 200 metre kazandı - Steven Howard'ın tepkisi	Facebook mobil kazançları gelir artışını tetikliyor: tepki
main-news	headlines	2013	0707	0.4	Taliban tatil beldesinde onlarca ölü	'Hindistan polisi büyükelçilik saldırısında 3 İranlının adını verdi'
main-news	headlines	2013	0708	3.8	Suriye'nin doğusunda şiddetli çatışmalar anketin önünde	Suriye'nin doğusunda şiddetli çatışmalar sallandı
main-news	headlines	2013	0709	2.8	Çin yuanı Pazartesi günü ABD doları karşısında 6,3282'ye geriledi	Çin yuanı Perşembe günü USD karşısında 6.2697'ye geriledi
main-news	headlines	2013	0710	1.4	Hristiyan okulu saldırılarında 7 ölü	Ohio okulu silahlı çatışmada 5 yaralı
main-news	headlines	2013	0711	3.2	Endonezya terörle mücadele ekibi şüpheli iki militanı öldürdü	Endonezya polisi Bali'de şüpheli militanları vurarak öldürdü
main-news	headlines	2013	0712	4	ABD Seçimi: Mitt Romney, Barack Obama'nın ikinci dönemi kazanmasıyla yenilgiyi kabul etti	Romney, telefon görüşmesinde Obama'nın seçimini kabul etti
main-news	headlines	2013	0713	3.2	Ermeniler parlamento seçimlerinde oy kullanıyor	Ermenistan parlamentosu cumhurbaşkanı için bir sınav oyladı
main-news	headlines	2013	0717	1.6	Sachin Tendulkar, Hintli senatör olarak yemin etti	Milletvekili Sachin Tendulkar bungalov yönetmeye hayır diyor
main-news	headlines	2013	0719	3.6	Donanma Jet Apartman Binasına Düştü	ABD Donanması Jet Virginia Apartman Binalarına Düştü
main-news	headlines	2013	0720	1.5	Romney, Porto Riko ön seçiminde büyük kazandı	Romney Illinois ön seçimini kazandı
main-news	headlines	2013	0721	4.2	Yahoo! Google'ın Mayer'ı CEO olarak adlandırmak için: rapor	Yahoo, Google yönetici Mayer'ı CEO olarak adlandırıyor
main-news	headlines	2013	0722	2	Afgan katliamıyla suçlanan ABD askeri tanınmış ceza avukatını işe aldı	ABD askerinin Afgan sivilleri öldürmekle suçlandığı tespit edildi
main-news	headlines	2013	0723	1.6	İtalya'nın kuzeyini 6,0 büyüklüğünde deprem vurdu: USGS	Endonezya'daki Sunda Boğazı'nda 5,9 büyüklüğünde deprem meydana geldi
main-news	headlines	2013	0724	4.4	ABD hükümeti, Hakkani ağını resmi olarak terörist olarak tanımlıyor	ABD, Hakkani ağını terörist olarak belirledi
main-news	headlines	2013	0725	3	Motor Yarışı: Yılın ilk F1 uygulamasında en hızlı düğme	Button ilk uygulamadan sonra en iyi zamanı övünüyor
main-news	headlines	2013	0726	4.8	Rangers, Üçüncü Klasmanda oy kullandı	Rangers üçüncü ligde oy kullandı
main-news	headlines	2013	0728	4.2	Newark belediye başkanı komşuyu ateşten kurtardı	Newark belediye başkanı komşusunu yanan evden kurtardı
main-news	headlines	2013	0730	2.25	Bahreyn'de F1 protestoları	Bahreyn'de öfke dolu bir gün
main-news	headlines	2013	0731	3	New York Borsası Çarşamba günü yeniden açılacak	DealBook: Borsalar Açılmaya Hazırlanıyor
main-news	headlines	2013	0733	2.6	Humus havan ateşi 105 kişiyi öldürdü	Humus saldırısı 200 kişiyi öldürür
main-news	headlines	2013	0734	2	Ohio'daki çatışmada yüzlerce öğrenci öldürüldü	Ohio vurma kurbanı için cenaze seti
main-news	headlines	2013	0735	3	Güney Tayland'daki bombalar 5 kişiyi öldürdü, 50 yara	Tayland'daki bombalar 14'ü öldürdü, 340'ı yaraladı
main-news	headlines	2013	0736	0.2	ABD'li milletvekilleri yeni İran yaptırımlarında bir sonraki adımı atıyor	Somalili milletvekilleri yeni cumhurbaşkanı için oy verecek
main-news	headlines	2013	0737	0.4	Barack Obama, ABD'nin 'ihtiyacımız olandan daha fazla nükleer silaha sahip olduğunu' kabul ediyor	Fransız silahlı adam 'elinde silahlarla ölmek' istiyor
main-news	headlines	2013	0738	1.8	Eşkol bölgesinde 2 roket isabet etti; hasarsız	Eşkol Bölge Konseyi'nde 20 dakikada 10 roket
main-news	headlines	2013	0739	0.6	'İhanete uğramış' engelli işçiler, Remploy'un kapatılmasına karşı protesto	1 Mayıs, kemer sıkma kesintilerine karşı protestolarla kutlandı
main-news	headlines	2013	0740	4	DR Kongo isyancıları park korucularını öldürüyor	Doğu Kongo'da isyancılar iki park korucusunu öldürdü
main-news	headlines	2013	0741	0.8	Militanların pusuda dokuz Pakistan askeri öldürüldü	Ticaret: Pakistan ve Hindistan bunu bir adım öteye taşımayı kabul ediyor
main-news	headlines	2013	0742	3.2	Mısır'da futbolda 74 ölü	Mısır'ın futbol sahası işgalinde en az 73 kişi öldü
main-news	headlines	2013	0743	0.2	Gergin Nijerya'da huzursuzluk en az 95 ölü bıraktı	Güneybatı Çin depremleri en az 50 kişiyi öldürdü
main-news	headlines	2013	0744	3	Sandy Kasırgası güneydoğu Jamaika'da karaya çıktı: NHC	Sandy Kasırgası Jamaika'ya ulaştı
main-news	headlines	2013	0746	1.5	Başbakan Elkeib ile Görüşme Sonrası Konuşmalar	Dışişleri Bakanı Koichiro Gemba ile Konuşmalar
main-news	headlines	2013	0749	1.2	Barrick, Afrika'daki varlıklar konusunda Çin firması ile görüşüyor	Obama yardımcısı, Suriye veto sonrası Çin'de görüşmelerde bulundu
main-news	headlines	2014	0000	3	AVM saldırganları 'az çoktur' stratejisi kullandı	Kenya'da saldırganlar 'az çoktur' stratejisini kullandı
main-news	headlines	2014	0002	3.8	Zayıf kazançlar hisse senetlerini düşürür	Zayıf kazançlar hisse senetlerini Wall Street'te düşürüyor
main-news	headlines	2014	0003	3.2	Solomon Adaları'nda 6,8 deprem vuruldu	Solomon Adaları'ndaki 6,3 büyüklüğündeki deprem: USGS
main-news	headlines	2014	0004	4.6	Sıvı amonyak sızıntısı Şangay'da 15 kişiyi öldürdü	Şanghay'da sıvı amonyak sızıntısı en az 15 kişiyi öldürdü
main-news	headlines	2014	0005	4	Suriye Dostları muhalefet koalisyonunu Suriye halkının meşru temsilcisi olarak kabul ediyor	ABD, Suriye Dostları muhalefeti tek temsilci olarak kabul ediyor
main-news	headlines	2014	0006	3	Weiner, yeni seks skandalı ortasında New York belediye başkanının yarışında kaldı	Weiner omuz silkiyor son online seks skandalı
main-news	headlines	2014	0007	0	Rusya'da uçak kazasında ölü sayısı arttı	İtalya'da araba kazasında ölü sayısı 39'a yükseldi
main-news	headlines	2014	0008	2.8	Hint medyası: Commonwealth Zirvesi	Hindistan Başbakanı, Commonwealth zirvesini görmezden geldi
main-news	headlines	2014	0011	5	Suriye askeri polisi muhalefete kusurlu	Suriye askeri polisi isyancılara kusurlu
main-news	headlines	2014	0012	4.6	Boeing 787 Dreamliner alev aldı; hisse senedi dayak alır	Boeing hisseleri 787 Dreamliner'da yangının ardından düştü
main-news	headlines	2014	0013	2.6	Yvette Cooper eşcinsel evlilik tasarısını destekliyor	Beyaz Saray eşcinsel evliliği destekliyor
main-news	headlines	2014	0014	3.8	Belçika'da araba kazasında beş kişi öldü	Belçika'da otobüs kazasında 5 ölü arasında gençler
main-news	headlines	2014	0015	3.4	Silahlı kişiler Nijerya'da yedi yabancı işçiyi kaçırdı	Nijerya'da yedi yabancı işçi kaçırıldı
main-news	headlines	2014	0016	5	İsviçreli turist Hindistan'da toplu tecavüze uğradı	İsviçreli turist çetesi Hindistan'da tecavüz etti
main-news	headlines	2014	0017	4.2	Batı Şeria, Kudüs'te Filistinliler İsrail güçleriyle çatışıyor	Filistinliler, W. Bank'ta güvenlik güçleriyle çatışıyor
main-news	headlines	2014	0018	4.6	İsrail uçakları Suriye'ye saldırıyor	İsrail Suriye'ye hava saldırısı başlattı
main-news	headlines	2014	0019	0.4	İranlılar Cumhurbaşkanlığı Seçimlerinde Oy Verdi	Keita Mali Başkanlık Seçimlerini Kazandı
main-news	headlines	2014	0020	2.8	Yeni Darfur aşiret çatışmalarında 100 kişi öldü	Yeni Darfur Kabile Çatışmasında '9 Ölü'
main-news	headlines	2014	0021	1.4	Pak'ta ABD'nin drone saldırılarına karşı protesto ertelendi	Kuzeybatı Pakistan'da ABD'nin insansız hava aracı saldırısında 6 kişi öldü
main-news	headlines	2014	0022	3.2	Pakistan'da otobüs kazasında 12 kişi öldü	Kuzeybatı Pakistan'da trafik kazasında 10 kişi öldü
main-news	headlines	2014	0023	5	Carney, BoE'de değişim için çıtayı yükseltti	Carney, İngiltere Merkez Bankası'ndaki değişikliklere çıtayı yükseltiyor
main-news	headlines	2014	0024	2.4	Bangladeş'teki ölümcül bina çökmesinin ardından 8 kişi tutuklandı	Bangladeş'teki bina ücreti 352'ye yükselirken dört kişi tutuklandı
main-news	headlines	2014	0025	2.8	İntihar bombacısı Afganistan'daki ABD üssünde 3 kişiyi öldürdü	İntihar bombacıları Afganistan'daki ABD üssüne saldırdı
main-news	headlines	2014	0026	0.6	Taliban yaklaşırken bile Afganlar kolejlere akın ediyor	Afgan Kaymakamı Taliban'a Kusur
main-news	headlines	2014	0027	5	Kuzey Kore, Güney ile Aile Buluşmalarını Erteledi	Kuzey Kore, Güney Kore ile aile birliklerini 'erteledi'
main-news	headlines	2014	0028	0.6	Apple geliri yine özlüyor, iPhone hayal kırıklığı yaratıyor	ABD ticaret acentesi Samsung için kuralları, iPhone 4 ithalatını yasakladı
main-news	headlines	2014	0029	3.4	Pakistan'ın kuzeyinde silahlı kişiler 10 yabancı turisti öldürdü	Pakistan'da silahlı kişiler 11 yabancı dağcıyı öldürdü
main-news	headlines	2014	0030	4.4	David Beckham Futboldan Emekli Olduğunu Açıkladı	David Beckham futboldan emekli oldu
main-news	headlines	2014	0031	4	Matt Smith, Doctor Who'dan 4 yıl sonra ayrılacak	Matt Smith, BBC'den Doctor Who'dan ayrıldı
main-news	headlines	2014	0032	0	Eşcinsel evlilik üzerine bölünmüş nesiller	G20 Zirvesi Suriye konusunda bölündü
main-news	headlines	2014	0033	1.6	Irak'ta araba bombalamasında 23 kişi öldü	Irak bombalı saldırıda 10 kişi öldü
main-news	headlines	2014	0034	5	National Mall'da Kendini Ateşe Veren Adam Yaralandı	National Mall'da 'kendini ateşe veren' adam ölüyor
main-news	headlines	2014	0035	1.4	Taliban saldırıları Afganistan'da 17 sivili öldürdü	Afganistan'da bir dizi saldırıda 10 polis öldü
main-news	headlines	2014	0037	1.6	Mısır bakanı suikast girişiminden sağ kurtuldu	Suriye başbakanı 'suikast girişiminden kurtuldu'
main-news	headlines	2014	0040	4.6	Eski First Lady Barbara Bush Texas Hastanesinden Ayrıldı	Eski First Lady Barbara Bush hastaneden ayrıldı
main-news	headlines	2014	0042	4	Schumacher kayak kazasından sonra komada	Michael Schumacher, kayak kazasının ardından hayatı için hala komada
main-news	headlines	2014	0043	5	Çin polis karakoluna düzenlenen saldırıda 11 kişi öldü	Çin polis karakoluna düzenlenen saldırıda 11 kişi öldü
main-news	headlines	2014	0045	4	Bradley Cooper ve JJ Abrams, bir Lance Armstrong biyografisinin çekilmesi hakkında konuşuyor	Bradley Cooper, biyografik filmde Lance Armstrong'u oynamak için görüşüyor
main-news	headlines	2014	0046	3.8	Boeing uçağı Rusya'da düştü, 50 kişi öldü	Boeing uçağı Rusya'nın Kazan şehrinde düştü, 50 kişi öldü
main-news	headlines	2014	0047	4.4	AB bakanları at eti skandalını çözmek için 'kararlı'	AB bakanları at eti skandalı nedeniyle kriz görüşmeleri yaptı
main-news	headlines	2014	0049	4.8	Tayland muhalefet partisi genel seçimi boykot edecek	Taylandlı muhalefet seçim boykotunu açıkladı
main-news	headlines	2014	0050	2.6	Bangladeş'te bina çökmesi ölü sayısı 540'ı vurdu: Ordu	Bangladeş'te bina çökmesi ölü sayısı 1.000'i geçti
main-news	headlines	2014	0052	4.2	Jagan Reddy hastaneye geçti, Seemandhra'da elektrik krizi devam ediyor	Telangana: Jagan Perşembe günü hastanede kalacak; Seemandhra'da kesinti devam ediyor
main-news	headlines	2014	0054	2.6	Orta Afrika Cumhuriyeti başkanı isyancılar tarafından devrildi	Orta Afrika Cumhuriyeti Cumhurbaşkanı, Başbakan istifa ediyor
main-news	headlines	2014	0055	5	Maracana'nın yeniden açılışı sırasında Brezilya İngiltere ile 2-2 berabere kaldı	Brezilya, Maracana'nın yeniden açılışı sırasında İngiltere 2-2'de kaldı
main-news	headlines	2014	0057	3.8	Kaliforniya orman yangını: İtfaiyeciler hasarı sınırlamak için çalışırken 1.900 hat üzerinde (+ video)	Kaliforniya orman yangını büyüyor ama yetkililer itfaiye ekiplerinin ilerleme kaydettiğini söylüyor
main-news	headlines	2014	0058	3	George W. Bush, şiddetli göç tartışmalarına karşı uyardı	George W. Bush göçmenlik tartışmalarına ağırlık veriyor
main-news	headlines	2014	0059	3.4	Mandela hastaneye kaldırıldı, tedaviye yanıt verdi	Mandela konuşmayı bıraktıktan sonra hastaneye kaldırıldı
main-news	headlines	2014	0060	1.2	Rusya, Kuzey Kore nükleer testini kınadı	Güney Kore, Kuzey Kore'nin tartışmalı üçüncü nükleer test yaptığını doğruladı
main-news	headlines	2014	0061	4.4	Bangladeşli yüzlerce fabrika işçisi hasta	Bangladeş fabrikasında yüzlerce kişi hastalandı
main-news	headlines	2014	0062	2	Yemen'de intihar bombacısı askerleri öldürdü	Kadın intihar bombacısı Rusya istasyonunda 16 kişiyi öldürdü
main-news	headlines	2014	0063	2.8	18 Rus kömür madeni patlamasında mahsur kaldı	Rusya'daki kömür madeni patlamasında on kişi öldü
main-news	headlines	2014	0064	4.6	Taylandlı protestocular ordu karargahına girdi	Taylandlı protestocular ordu karargahına saldırıyor
main-news	headlines	2014	0065	4.4	İsrail Suriye'ye hava saldırısı düzenledi	İsrail, Suriye'ye yeni hava saldırısı başlattı
main-news	headlines	2014	0066	2.2	Polis, Tunus'taki protestocuları dağıtmak için göz yaşartıcı gaz kullandı	Polis Kahire'deki göstericilere göz yaşartıcı gaz attı
main-news	headlines	2014	0068	3.8	Mısır'ın ana muhalefeti cumhurbaşkanının diyalog çağrısını reddetti	Mısır muhalefeti, Mursi'nin diyalog çağrısına yanıtı değerlendiriyor
main-news	headlines	2014	0069	1.4	Tokyo 2020 Olimpiyat Oyunlarına ev sahipliği yapacak	2020 Tokyo Olimpiyatları'nda yer alacak güreş
main-news	headlines	2014	0071	4.6	Mayıs'ta konut% 6,8 başlıyor	Mayıs'ta Konut% 6,8 Arttı
main-news	headlines	2014	0073	5	> Küba'nın Castro'su CELAC başkanlığını devraldı	Küba'nın Castro'su CELAC Başkanlığını Devralacak
main-news	headlines	2014	0075	0.2	Yeni Zelanda'da 6,9 büyüklüğünde deprem vuruldu	5.6 büyüklüğünde deprem İran'ı salladı
main-news	headlines	2014	0076	3	Düzinelerce Hindistan'ın çökmesinden korktu	Kurtarma ekipleri, Hindistan'daki bina çökmesinde hala mahsur kalmış 20 bulmak için yarışıyor
main-news	headlines	2014	0078	1.2	Günlük Basın Brifingi: Güney Sudan	Günlük Basın Brifingi: Suriye
main-news	headlines	2014	0079	3.2	İslamcılar intihar saldırılarının ardından Mali'nin kuzeyine saldırdı	İslamcılar Gao'daki Mali birliklerine saldırdı
main-news	headlines	2014	0081	2.2	İngiltere, Abu Katada'yı sınır dışı etmeye hazırlanıyor	İngiltere radikal din adamı Ebu Katada'yı sınır dışı etme teklifini kaybetti
main-news	headlines	2014	0082	0.8	Fransız parlamentosu fuhuş yasasında reformu destekliyor	Rusya parlamentosu ABD'nin evlat edinmesini yasaklayacak
main-news	headlines	2014	0083	2.6	Taylandlılar Bangkok'ta Protesto Göstermeye Devam Ederken Çekimler, Patlamalar Duyuldu	Anketler öncesinde silah sesleri, patlamalar Tayland protestosunu salladı
main-news	headlines	2014	0084	1.6	İsrail ordusu kuzey sınırına odaklanıyor	Mısır ordusu, destekçileri Müslüman Kardeşler'in kontrolünü ele geçirdi
main-news	headlines	2014	0085	1	Kuzey Kore Kaesong erişimini engelledi	Kuzey Kore nükleer tesisleri yeniden başlatma sözü verdi
main-news	headlines	2014	0088	0.4	Manning 35 yıl hapis cezasına çarptırıldı	Ariel Castro 1000 yıl hapis cezasına çarptırıldı
main-news	headlines	2014	0089	3.4	ABD Senatosu mali uçurum anlaşmasını onayladı	Resmi: Anlaşmaya "mali uçurum" dan ulaşıldı
main-news	headlines	2014	0090	5	Zimmerman, Teksas'ta hız yaptığı için durdu, uyarıyla serbest bırakıldı	Zimmerman uyarı verildiği için Teksas'ta kenara çekti
main-news	headlines	2014	0091	1.4	İranlı Ruhani, Suriye'de Talibanlaşma konusunda uyarıda bulundu	Rusya ve Çin, İsrail'in Suriye'deki Hava Saldırılarından Endişeli
main-news	headlines	2014	0092	0	Suriye, Şam'a ölümcül sinir gazı saldırısı raporlarını yalanladı	ABD müttefikleri İran'ın bilgisayar saldırılarını püskürtmek için yardım alıyor
main-news	headlines	2014	0093	3.4	Çin hisse senetleri ekonomik toplantının ardından yükseldi	Çin hisse senetleri Çarşamba günü yükselişle kapadı
main-news	headlines	2014	0094	3.4	Rusya, Pasifik'e 30 milyar dolarlık petrol bağlantısını açıkladı	Rusya, Pasifik ile 25 milyar dolarlık petrol bağlantısını açıkladı
main-news	headlines	2014	0095	2	Polis silahlı adamı öldürdü, Colo'da 3 ölü daha buldu.	ABD evinde barikat kuran silahlı adamla polisin açtığı soğukluktan sonra 4 ölü
main-news	headlines	2014	0096	3	Dolce ve Gabbana vergi kaçırmaktan suçlu bulundu	Dolce ve Gabbana İtalyan Vergi Davasında Cezalandırıldı
main-news	headlines	2014	0097	3.8	Pakistan'ı 7,2 büyüklüğünde deprem vurdu: CENC	Pakistan'ın güneybatısındaki 7.7 büyüklüğünde deprem
main-news	headlines	2014	0100	4.4	Dünya ve uydular arasında asteroid fermuarları	Asteroid Dünya'yı uçarak geçiyor
main-news	headlines	2014	0101	2	Mali Kasabası İçin Mücadele İslamcı Taktikleri Yansıtıyor	AB, kuzeyli İslamcı militanlarla savaşmak için Mali ordusunu eğitecek
main-news	headlines	2014	0102	0	Bu Noel'de yarışan iki Noel Baba takipçisi	İspanya siestalarda saati geri çeviriyor
main-news	headlines	2014	0103	2.6	Suriye Kimyasal Silah Taşımacılığı için Gemi Treni	Suriye, Kimyasal Silahları Bombalara Yükledi, Esad Düzenini Bekliyor
main-news	headlines	2014	0105	2.2	Irak'taki saldırılarda 2 ölü, 11 yaralı	Irak'ta yeni saldırılarda 15 ölü, 90 yaralı
main-news	headlines	2014	0106	1	ABD Suriye'ye kimyasal silahları teslim etmesi konusunda güvenebilir mi?	ABD, Suriye'nin kimyasal silahlarda sarin gazı kullanmış olabileceğini söyledi
main-news	headlines	2014	0107	3.4	Meksikalı şarkıcı Jenni Rivera, uçak kazasında öldürüldüğüne inandı	Meksikalı müzik yıldızı Jenni Rivera, uçak kazasında öldü
main-news	headlines	2014	0108	1.8	Bangladeş mahkemesi ilk milletvekilini savaş suçlarından idam cezasına çarptırdı	İngiliz Başbakanı Sri Lanka'yı savaş suçlarına zorluyor
main-news	headlines	2014	0109	4	Mugabe tartışmalı seçimlerin galibi ilan edildi	Zimbabve: Mugabe tartışmalı oylamada kazanan ilan etti
main-news	headlines	2014	0110	3.6	Endonezya'da tekne batarken ölü sayısı 15'e çıktı	Endonezya: Endonezya'da ölü sayısı 11'e yükseldi
main-news	headlines	2014	0111	3.8	Mısır mahkemesi Müslüman Kardeşleri yasakladı	Mısır mahkemesi Müslüman Kardeşler'in faaliyetlerini yasakladı
main-news	headlines	2014	0112	4.2	Ruhani, İran cumhurbaşkanlığı seçimlerinde lider - ön sonuçlar	Ruhani ilk İran sayısında lider
main-news	headlines	2014	0114	0.6	Belfast bayrak protestolarında polis saldırdı	Bayrak şiddeti görüşmelerinde politikacılar
main-news	headlines	2014	0116	1	S.Korea, Kaesong hakkında 'son' N.Korea görüşmelerini önerdi	Kuzey Kore, ABD ile üst düzey görüşmeler önerdi
main-news	headlines	2014	0117	1.8	Hindistan toplu tecavüz kurbanı "zorluklara karşı mücadele ediyor"	Hintli tecavüz kurbanı Singapur hastanesinde öldü
main-news	headlines	2014	0118	2.8	Silahlı kişiler 9 yabancı turisti öldürdü, 1 Pakistanlı	Pakistan'da Silahlı Kişiler 11 Yabancı Turisti Öldürdü
main-news	headlines	2014	0119	3.2	Yüksek Temsilci Catherine Ashton'ın Irak'taki son saldırılara ilişkin açıklaması	AB Yüksek Temsilcisi Catherine Ashton'ın Irak'taki infazların yeniden başlatılmasına ilişkin açıklaması
main-news	headlines	2014	0120	3	Mısır, Mursi yanlısı protestolardan önce güvenliği artırıyor	Mısır büyük protestolara hazırlanıyor
main-news	headlines	2014	0121	2	Yacimovich kabineyi Filistinli mahkumların salıverilmesini onaylamaya çağırdı	İsrail 104 Filistinli tutsağı serbest bırakmayı kabul etti
main-news	headlines	2014	0123	0.4	Filistinliler başka bir Batı Şeria çadır protestosu inşa etti	Filistinlilerin sembolik ama tarihi ilk BM oylaması
main-news	headlines	2014	0124	3.6	Bangladeş'te bina çökmesi ölü sayısı 362'yi vurdu	Bangladeş'te bina çökmesi sonucu ölü sayısı 580'e çıktı
main-news	headlines	2014	0125	2.5	İsrailli elçiler yerleşim planları için çağrıldı	İngiltere yerleşim yerleri konusunda İsrail elçisini çağırdı
main-news	headlines	2014	0127	5	Nevada ortaokulunda silahlı çatışmada 2 ölü, 2 yaralı	Nevada: Ortaokulda silahlı çatışmada 2 ölü, 2 yaralı
main-news	headlines	2014	0129	4.2	Hamas'ın karışık cinsiyet okulları yasağı yürürlüğe girdi	Karışık cinsiyetli okulda Hamas 'yasağı'
main-news	headlines	2014	0131	0.4	Polis memuru Leeds'te vurularak tutuklandı	Donanma heyeti, ölüm numarası yapan subayı görevden almaya çağırdı
main-news	headlines	2014	0132	0.6	Ukrayna Başbakanı protestolar sonrasında istifa etti	Türk Başbakanı protestoculara sert dönüşün sinyallerini veriyor
main-news	headlines	2014	0133	2.2	Obama, Birlik Devleti'nde ekonomiye yeniden odaklanacak	Bilgi Kutusu: Obama'nın Birliğin Durumu konuşmasında aranacaklar
main-news	headlines	2014	0134	1	Google internet ışınlı balonları başlattı	Google "uluslararası vergi oyunu oynuyor"
main-news	headlines	2014	0135	4.8	Irak, Mursi Taraftarlarına Baskı Yapan Mısır'ı Destekliyor	Irak, Mısır'ın Muhammed Mursi destekçilerine uyguladığı baskıyı destekliyor
main-news	headlines	2014	0136	3.8	Rusya, Amerika'nın evlat edinme yasağına baştan onay verdi	Rusya evlat edinme yasağına ilk onay verdi
main-news	headlines	2014	0137	2.8	Kosova'da organ kaçakçılığı davasında beş mahkum	Kosova: Organ kaçakçılığı davasında 3 hapis cezası
main-news	headlines	2014	0138	4.4	Hrithik Roshan, eşi Sussanne yollarını ayırdı	Hrithik Roshan, Sussanne boşanıyor
main-news	headlines	2014	0139	5	Florida'daki Daire Atışından Sonra 7 Ölü Arasında Silahlı Adam	Fla daire çatışmasının ardından 7 ölü arasında silahlı adam
main-news	headlines	2014	0140	1	Obama açılış konuşmasında eşcinsel hakları konusundaki ilerlemeyi övdü	Fransa'da binlerce kişi eşcinsel evliliği protesto etti
main-news	headlines	2014	0141	2.2	Irak'ta bombalama dalgası 15 kişiyi öldürdü	Irak'ta bombalar en az 49 kişiyi öldürdü
main-news	headlines	2014	0142	4.6	Obama şok hareketiyle Suriye grevini askıya aldı	Obama Suriye grevini askıya aldı
main-news	headlines	2014	0143	1.8	Silahlar üzerindeki gerilim yükselirken İsrail Suriye'ye saldırıyor	Suriye'nin Deraa'sında hava saldırıları sivilleri yaraladı
main-news	headlines	2014	0144	2.6	Pakistan'ın kuzeybatısında silahlı kişiler dokuz kişiyi öldürdü	Militanlar Pakistan'ın kuzeybatısında 6 askeri öldürdü
main-news	headlines	2014	0145	1.2	Bir bakışta San Francisco uçak kazası	San Francisco hava kazasında iki ölü, 181 yaralı
main-news	headlines	2014	0146	2.2	Bangladeş'teki ölümcül bina çökmesinin ardından 8 kişi tutuklandı	Bangladeş'teki bina çökmesinin ardından işçiler protesto
main-news	headlines	2014	0147	0	X'mas yolcuları Norovirus tarafından vuruldu	Eksik kruvaziyer yolcu NSW ambo
main-news	headlines	2014	0148	3.5	Diana'nın ölümüyle ilgili cinayet iddiası Prenses Diana ve Dodi Fayed'in ölümleriyle ilgili olarak polise aktarılan yeni bilgilerin öldürüldüklerine dair bir iddiayı içerdiği düşünülüyor.	Diana ve Fayed'in ölüm bilgisi yeni alındı Prenses Diana ve Dodi Al Fayed'in ölümleri, bilgi aldıktan sonra polis tarafından tekrar bakılıyor.
main-news	headlines	2014	0149	1.4	Snowden Rusya'da kalmak istiyor	Snowden ilk Rusya videosunu yayınladı
main-news	headlines	2014	0150	2.2	Çin hisseleri Çarşamba günü düşüşle kapandı	Çin hisseleri Cuma günü yükselişle kapandı
main-news	headlines	2014	0151	3.4	Hasta Nadal'ın Avustralya Açık'ı kaçırmasına neden olan mide hatası	Rafa Nadal Avustralya Açık'ı kaçıracak
main-news	headlines	2014	0152	4.8	Narendra Modi, Pakistan'a karşı sert tavır sözü verdi	Hintli Modi, Pakistan'a karşı sert duruş vaat ediyor
main-news	headlines	2014	0155	3.4	Mısır mahkemesi Mübarek'in serbest bırakılmasını değerlendirdi	Mısır mahkemesi Mübarek'in serbest bırakılmasına karar verdi
main-news	headlines	2014	0156	5	İzciler eşcinselleri kabul etme kararını erteledi	Amerika İzcileri eşcinsellere yönelik yasağın kaldırılmasına yönelik oylamayı erteledi
main-news	headlines	2014	0157	1.4	Irak'ın güneyinde 2 bombalı araçta 8 kişi öldü	Kuzey Irak'ta bombalı araçla 14 kişi öldü
main-news	headlines	2014	0158	4	Van der Sloot Hapishanede Evlenecek	Joran Van Der Sloots Peru Hapishanesinde Evlenmeyi Planlıyor
main-news	headlines	2014	0159	3	Tokyo hisseleri 0.26 adet değer kaybetti	Tokyo hisseleri% 1.53 değer kaybetti
main-news	headlines	2014	0160	2.2	Çin hisse senedi endeksi vadelileri yükselişle kapattı - 4 Aralık	Çin hisse senedi endeksi vadeli işlemleri düşüşle kapandı - 24 Ocak
main-news	headlines	2014	0161	2.8	Günün Resimleri: 7 Ağustos 2013	Günün Resimleri: 11 Nisan 2013
main-news	headlines	2014	0162	2.8	İsrail'in Gazze'ye ateş açtığı Filistinliler	İsrail'in Gazze'ye Hava Saldırısında İki Filistinli Öldü
main-news	headlines	2014	0164	4.6	Jesse Jackson Jr. ve eşi dolandırıcılık suçunu kabul edecek	Jesse Jackson Jr., Karısı Dolandırıcılıktan Suçlu Olduğunu Kabul Edecek
main-news	headlines	2014	0165	4.4	ABD, Venezuela diplomatlarını arka arkaya sınır dışı etti	ABD, Venezuelalı diplomatları sınır dışı etti
main-news	headlines	2014	0166	3.4	BBC kıdemli Hall çocuklara yönelik cinsel istismarı kabul etti	Stuart Hall Çocuklara Yönelik Cinsel Saldırıları Kabul Etti
main-news	headlines	2014	0167	0.6	Çin'in güneyinde trafik kazasında 7 ölü, 3 yaralı	Filipinler'de trafik kazasında 20 ölü, 44 yaralı
main-news	headlines	2014	0168	3.4	Ryanair rekor kâr bildirdi, ancak büyümenin bu yıl yavaşlayacağı konusunda uyardı	Stansted: Ryanair yıllık karlarında% 13 artış bildirdi ancak bu yıl daha yavaş büyüme konusunda uyardı
